RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
265,15691817,Iloerika,738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0,0,4,PLATINUM,467
266,15707488,Tan,531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0,0,1,PLATINUM,717
267,15784700,Chikelu,498,France,Male,34,2,0,2,1,1,148528.24,0,0,1,DIAMOND,549
268,15710397,Lin,651,France,Male,36,7,0,2,1,0,13898.31,0,0,1,GOLD,545
269,15687648,Nicholson,549,Spain,Female,39,7,0,1,0,0,81259.25,1,1,2,GOLD,716
270,15732281,Ugoji,791,Germany,Female,35,7,52436.2,1,1,0,161051.75,0,0,2,SILVER,650
271,15607230,Michel,650,Spain,Male,41,9,0,2,0,1,191599.67,0,0,4,PLATINUM,693
272,15567630,Bruce,733,Germany,Male,34,3,100337.96,3,1,0,48559.19,1,1,4,PLATINUM,759
273,15587507,Feng,811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0,0,2,GOLD,946
274,15733904,McDonald,707,France,Male,30,8,0,2,1,0,33159.37,0,0,5,GOLD,402
275,15709511,Watt,712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0,0,3,PLATINUM,465
276,15579616,Goodwin,706,Spain,Female,37,7,0,2,1,1,110899.3,0,0,1,GOLD,799
277,15694852,Arcuri,756,France,Male,62,3,0,1,1,1,11199.04,1,1,3,SILVER,600
278,15589924,Rapuluolisa,777,France,Female,53,10,0,2,1,0,189992.97,0,0,2,PLATINUM,306
279,15799300,Kao,646,France,Male,35,6,84026.86,1,0,1,164255.69,0,0,3,SILVER,635
280,15731330,Tsui,714,France,Male,46,1,0,1,1,0,152167.79,1,1,2,PLATINUM,747
281,15694129,Summers,782,France,Male,39,8,0,2,1,1,33949.67,0,0,3,PLATINUM,424
282,15620372,Cross,775,Spain,Male,29,10,0,2,1,1,68143.93,0,0,2,DIAMOND,913
283,15744622,Osorio,479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1,1,1,GOLD,751
284,15799815,Bobrov,807,France,Male,42,7,118274.71,1,1,1,25885.72,0,0,3,DIAMOND,899
285,15759250,Barnett,799,France,Female,22,8,174185.98,2,0,1,192633.85,0,0,3,PLATINUM,219
286,15732643,Pike,675,France,Male,40,7,113208.86,2,1,0,34577.36,0,0,3,SILVER,587
287,15690540,Gearheart,602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0,0,2,SILVER,861
288,15803078,Bruno,475,France,Female,32,8,119023.28,1,1,0,100816.29,0,0,1,PLATINUM,278
289,15652180,Egobudike,744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0,0,1,PLATINUM,526
290,15741195,Okechukwu,588,Spain,Male,34,10,0,2,1,0,79078.91,0,0,2,PLATINUM,632
291,15743490,Zikoranachidimma,703,Germany,Male,42,9,63227,1,0,1,137316.32,0,0,3,SILVER,301
292,15575510,Milanesi,747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0,0,1,DIAMOND,806
293,15732610,Ahern,583,France,Male,27,7,0,2,1,0,51285.49,0,0,1,PLATINUM,250
294,15602909,Dickson,750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1,1,2,PLATINUM,563
295,15734058,Anayochukwu,681,France,Male,38,3,0,2,1,1,112491.96,0,0,1,DIAMOND,861
296,15801788,McDonald,773,France,Male,25,2,135903.33,1,1,0,73656.38,0,0,4,PLATINUM,790
297,15702462,Fiorentini,714,France,Female,31,4,125169.26,1,1,1,106636.89,0,0,3,PLATINUM,669
298,15683416,Russo,687,Spain,Female,44,7,0,3,1,0,155853.52,1,1,2,SILVER,336
299,15794187,Young,511,France,Male,58,0,149117.31,1,1,1,162599.51,0,0,1,GOLD,517
300,15792989,Bianchi,627,France,Male,33,5,0,2,1,1,103737.82,0,0,4,PLATINUM,499
301,15613734,Fallaci,694,France,Female,31,10,0,2,1,0,160990.27,0,0,3,SILVER,673
302,15606177,Crawford,616,Spain,Female,36,6,132311.71,1,0,0,15462.84,0,0,2,SILVER,268
303,15636700,Marsh,687,France,Male,35,8,0,2,1,0,10334.05,0,0,5,PLATINUM,809
304,15645766,Kosisochukwu,712,France,Female,33,6,0,2,1,1,190686.16,0,0,5,GOLD,460
305,15671345,Piccio,553,France,Male,33,4,118082.89,1,0,0,94440.45,0,0,4,SILVER,221
306,15652469,Nevels,667,France,Male,31,1,119266.69,1,1,1,28257.63,0,0,2,SILVER,730
307,15749638,Kaodilinakachukwu,731,France,Male,43,2,0,1,1,1,170034.95,1,1,2,DIAMOND,777
308,15728706,Amaechi,629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0,0,4,SILVER,837
309,15735439,P'an,614,France,Male,50,4,137104.47,1,1,0,127166.49,1,1,1,DIAMOND,958
310,15778696,Ikemefuna,438,Germany,Male,31,8,78398.69,1,1,0,44937.01,0,0,4,PLATINUM,809
311,15624744,Tai,652,France,Female,80,4,0,2,1,1,188603.07,0,0,1,GOLD,662
312,15584338,Winn,729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0,0,2,GOLD,484
313,15726178,Hardy,642,France,Male,38,3,0,2,0,0,171463.83,0,0,2,GOLD,737
314,15794939,Chiu,806,Germany,Female,59,0,135296.33,1,1,0,182822.5,0,0,1,SILVER,486
315,15788068,Lopez,744,Spain,Male,36,2,153804.44,1,1,1,87213.33,0,0,3,SILVER,252
316,15572956,Steen,474,Spain,Male,37,3,0,2,0,0,57175.32,0,0,4,SILVER,275
317,15780386,Ferri,559,France,Male,49,2,147069.78,1,1,0,120540.83,1,1,1,DIAMOND,245
318,15791114,Yegorova,706,Spain,Male,42,9,0,2,1,1,28714.34,0,0,4,PLATINUM,361
319,15708046,Knowles,628,Spain,Female,22,3,0,1,1,0,85426.28,0,0,4,DIAMOND,483
320,15719779,May,429,France,Male,24,4,95741.75,1,1,0,46170.75,0,0,2,GOLD,352
321,15591550,Bianchi,525,Spain,Female,57,2,145965.33,1,1,1,64448.36,0,0,5,PLATINUM,337
322,15639368,Pipes,680,France,Female,30,8,141441.75,1,1,1,16278.97,0,0,1,SILVER,597
323,15699830,Doherty,749,France,Male,40,1,139290.41,1,1,0,182855.42,1,1,1,SILVER,381
324,15569264,Yobanna,763,France,Female,31,4,0,2,0,0,50404.72,0,0,3,PLATINUM,668
325,15595158,Hsu,734,France,Male,30,3,0,2,1,0,107640.25,0,0,4,DIAMOND,245
326,15599126,Russell,716,France,Male,35,4,144428.87,1,1,0,134132.65,0,0,2,PLATINUM,495
327,15650575,Payne,594,France,Male,35,2,0,2,1,0,103480.69,0,0,4,DIAMOND,378
328,15641490,Windsor,644,France,Female,46,9,95441.27,1,1,0,108761.05,1,1,1,SILVER,568
329,15680234,Bray,671,Germany,Male,35,1,144848.74,1,1,1,179012.3,0,0,5,PLATINUM,731
330,15592230,Seleznyov,664,Germany,Male,26,7,116244.14,2,1,1,95145.14,0,0,2,GOLD,837
331,15626212,Wark,656,France,Male,50,7,0,2,0,1,72143.44,0,0,1,GOLD,829
332,15700627,Y?,667,Spain,Female,40,1,146502.07,1,1,0,19162.89,0,0,3,DIAMOND,230
333,15782641,Brown,663,Germany,Male,44,2,117028.6,2,0,1,144680.18,0,0,4,DIAMOND,919
334,15784445,Huang,584,Germany,Female,30,8,112013.81,1,1,0,177772.03,1,1,4,PLATINUM,641
335,15813681,Zito,626,Spain,Female,37,6,108269.37,1,1,0,5597.94,0,0,2,DIAMOND,457
336,15596649,Bailey,485,France,Male,29,7,182123.79,1,1,0,116828.51,1,1,4,GOLD,583
337,15700460,Allnutt,659,Germany,Female,32,3,150923.74,2,0,1,174652.51,0,0,2,PLATINUM,849
338,15724076,Christie,649,France,Male,33,2,0,2,1,0,2010.98,0,0,3,DIAMOND,720
339,15784000,Pope,805,Spain,Female,39,5,165272.13,1,1,0,14109.85,1,1,3,SILVER,317
340,15733966,Johnstone,716,Germany,Female,39,10,115301.31,1,1,0,43527.4,1,1,5,DIAMOND,465
341,15612667,Bird,642,Germany,Female,40,6,129502.49,2,0,1,86099.23,1,1,4,GOLD,269
342,15654025,Jones,659,France,Male,31,4,118342.26,1,0,0,161574.19,0,0,3,SILVER,391
343,15589431,Pedder,545,Spain,Female,47,5,0,2,1,1,38970.14,0,0,4,PLATINUM,373
344,15578238,Calabrese,543,France,Male,22,8,0,2,0,0,127587.22,0,0,3,PLATINUM,251
345,15566269,Chialuka,718,France,Female,25,7,0,2,1,0,30380.12,0,0,2,PLATINUM,237
346,15639217,McKenzie,840,France,Female,43,7,0,2,1,0,90908.95,0,0,2,SILVER,645
347,15688644,Holloway,630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0,0,3,SILVER,624
348,15662426,Tang,643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0,0,5,PLATINUM,838
349,15720511,Byrne,654,Germany,Female,32,1,114510.85,1,1,1,126143.23,0,0,4,GOLD,224
350,15567246,Selwyn,582,France,Male,39,5,0,2,1,1,129892.93,0,0,4,DIAMOND,343
351,15647965,Genovese,659,Spain,Male,32,3,107594.11,2,1,1,102416.84,0,0,3,DIAMOND,683
352,15679048,Koger,762,Spain,Male,39,2,81273.13,1,1,1,18719.67,0,0,5,GOLD,929
353,15675749,Baranov,568,Spain,Female,32,7,169399.6,1,1,0,61936.22,0,0,4,PLATINUM,234
354,15782181,Greco,670,Spain,Male,25,6,0,2,1,1,78358.94,0,0,3,DIAMOND,723
355,15795738,Owens,613,France,Female,45,1,187841.99,2,1,1,147224.27,0,0,1,PLATINUM,482
356,15773751,Y?,539,France,Male,30,0,0,2,1,0,160979.66,0,0,4,DIAMOND,231
357,15655436,Kendall,850,Spain,Female,57,8,126776.3,2,1,1,132298.49,0,0,3,GOLD,244
358,15691396,Ko,522,Spain,Male,34,9,126436.29,1,1,0,174248.52,1,1,3,GOLD,973
359,15796958,Tang,737,France,Male,41,1,101960.74,1,1,1,123547.28,0,0,5,SILVER,463
360,15801832,Lombardo,520,France,Male,58,3,0,2,0,1,32790.02,0,0,5,DIAMOND,253
361,15661349,Perkins,706,Spain,Male,28,3,0,2,0,1,181543.67,0,0,3,SILVER,241
362,15719265,Feng,643,Germany,Female,45,2,150842.93,1,0,1,2319.96,1,1,5,PLATINUM,537
363,15779985,Lo,648,France,Female,50,9,102535.57,1,1,1,189543.19,0,0,5,DIAMOND,332
364,15663410,Piccio,443,Germany,Female,29,9,99027.61,2,1,0,10940.4,0,0,5,PLATINUM,390
365,15704144,Mazzanti,640,France,Male,68,9,0,2,1,1,199493.38,0,0,4,PLATINUM,763
366,15774104,Chukwualuka,628,Spain,Female,33,3,0,1,1,1,188193.25,0,0,4,GOLD,240
367,15812230,Elliot,540,Germany,Female,42,9,87271.41,2,1,0,172572.64,0,0,1,PLATINUM,978
368,15742848,Gratton,460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0,0,5,DIAMOND,366
369,15745326,Carandini,636,Germany,Male,34,2,40105.51,2,0,1,53512.16,0,0,3,DIAMOND,356
370,15674541,Robinson,593,France,Female,29,2,152265.43,1,1,0,34004.44,0,0,1,SILVER,907
371,15728564,Lo,801,Spain,Male,42,4,141947.67,1,1,1,10598.29,0,0,3,SILVER,687
372,15580701,Ma,640,Germany,Female,75,1,106307.91,2,0,1,113428.77,0,0,2,PLATINUM,703
373,15688973,Vinogradova,611,Germany,Male,31,0,107884.81,2,1,1,183487.98,0,0,2,DIAMOND,388
374,15709412,H?,802,Germany,Male,31,1,125013.72,1,1,1,187658.09,0,0,2,DIAMOND,579
375,15607753,Alexandrova,717,Germany,Male,35,7,58469.37,2,1,1,172459.39,0,0,2,GOLD,793
376,15705352,Yang,769,France,Female,39,8,0,1,0,1,21016,0,0,3,GOLD,828
377,15602500,Maslova,745,Germany,Male,45,10,117231.63,3,1,1,122381.02,1,1,2,GOLD,291
378,15672437,Buccho,572,Spain,Male,35,4,152390.26,1,1,0,128123.66,0,0,4,GOLD,951
379,15720968,Young,629,Spain,Female,30,2,34013.63,1,1,0,19570.63,0,0,2,DIAMOND,952
380,15730796,Barker,687,Spain,Female,39,2,0,3,0,0,188150.6,1,1,2,GOLD,616
381,15768219,Sung,483,France,Female,50,9,0,2,1,1,111020.24,0,0,5,SILVER,706
382,15663883,Hansen,690,France,Male,36,7,101583.11,2,1,0,123775.15,0,0,2,DIAMOND,423
383,15589296,Brown,492,Germany,Female,30,10,77168.87,2,0,1,146700.22,0,0,5,GOLD,552
384,15586425,Lo Duca,709,Germany,Male,28,8,124695.72,2,1,0,145251.35,0,0,3,DIAMOND,665
385,15679813,Ellis,705,Germany,Male,44,3,105934.96,1,1,0,82463.69,0,0,3,PLATINUM,351
386,15681410,Korff,560,France,Female,66,9,0,1,1,1,15928.49,0,0,3,DIAMOND,906
387,15668283,Gardiner,611,Spain,Male,46,6,0,2,1,0,45886.33,0,0,4,DIAMOND,406
388,15624072,Kiernan,730,Spain,Male,62,2,0,2,1,1,186489.95,0,0,4,GOLD,594
389,15669664,Thompson,709,Spain,Female,45,2,0,2,0,1,162922.65,0,0,1,PLATINUM,815
390,15682728,Mathews,544,France,Female,21,10,161525.96,2,1,0,9262.77,0,0,2,PLATINUM,458
391,15573851,Macrossan,712,Germany,Female,29,7,147199.07,1,1,1,84932.4,0,0,3,SILVER,886
392,15733661,Illingworth,752,Germany,Male,38,3,183102.29,1,1,1,71557.12,0,0,3,SILVER,833
393,15710012,Bowen,648,Spain,Male,46,9,127209,2,1,0,77405.95,1,1,4,GOLD,932
394,15763327,Craig,556,Spain,Male,38,8,0,2,0,0,417.41,1,1,3,GOLD,632
395,15668853,Menhennitt,594,Spain,Female,24,0,97378.54,1,1,1,71405.17,0,0,2,DIAMOND,431
396,15639303,Moore,645,Germany,Female,37,2,136925.09,2,0,1,153400.24,0,0,3,PLATINUM,739
397,15691011,Shoebridge,557,France,Male,33,3,54503.55,1,1,1,371.05,0,0,5,SILVER,362
398,15638513,Palermo,547,Germany,Male,32,8,155726.85,1,1,0,67789.99,0,0,2,SILVER,309
399,15648933,Reilly,701,France,Female,39,9,0,2,0,1,145894.9,0,0,2,GOLD,513
400,15628904,Bowen,616,France,Female,66,1,135842.41,1,1,0,183840.51,1,1,2,DIAMOND,302
401,15644788,Fyodorov,605,France,Male,52,1,63349.75,1,1,0,108887.44,0,0,2,DIAMOND,437
402,15598161,Clements,593,Germany,Female,38,4,129499.42,1,1,1,154071.27,0,0,5,SILVER,337
403,15745624,McKenzie,751,Spain,Male,52,8,0,2,0,1,179291.85,0,0,5,SILVER,629
404,15733169,Craig,443,Spain,Male,36,6,70438.01,2,0,1,56937.43,0,0,4,GOLD,858
405,15801417,Iloerika,685,France,Male,23,8,0,2,1,1,112239.03,0,0,2,SILVER,543
406,15592707,Dolgorukova,718,France,Male,36,9,0,1,1,0,45909.87,0,0,1,DIAMOND,939
407,15593954,Eva,538,Spain,Female,49,9,141434.04,1,0,0,173779.25,1,1,5,GOLD,797
408,15714431,Yeh,611,Spain,Female,37,4,0,2,1,0,125696.26,0,0,4,SILVER,629
409,15638257,P'an,668,Germany,Male,37,10,152958.29,2,1,1,159585.61,0,0,2,SILVER,743
410,15690939,Howe,537,Germany,Female,41,3,138306.34,1,1,0,106761.47,0,0,5,DIAMOND,767
411,15723613,Jenkins,709,Spain,Male,23,10,0,2,0,0,129590.18,0,0,2,SILVER,246
412,15813640,Shih,850,France,Male,38,1,0,2,1,1,80006.65,0,0,2,PLATINUM,480
413,15707322,Nnamdi,745,Spain,Female,31,3,124328.84,1,1,1,140451.52,0,0,5,GOLD,924
414,15588918,Mitchell,693,Germany,Female,41,9,181461.48,3,1,1,187929.43,1,1,3,GOLD,430
415,15600357,Findlay,795,Spain,Male,35,8,0,2,1,0,167155.36,0,0,2,DIAMOND,708
416,15747014,Pisani,626,Spain,Male,26,8,0,2,0,0,191420.71,0,0,4,PLATINUM,701
417,15809830,Belisario,487,Germany,Female,61,5,110368.03,1,0,0,11384.45,1,1,2,DIAMOND,982
418,15662245,Pomeroy,556,France,Female,39,9,89588.35,1,1,1,94898.1,0,0,1,DIAMOND,827
419,15651075,Ibrahimova,643,France,Female,46,6,0,2,0,0,106781.59,0,0,4,DIAMOND,597
420,15594456,K?,605,France,Female,28,6,0,2,0,0,159508.52,0,0,1,DIAMOND,468
421,15583462,Graham,756,Germany,Female,60,3,115924.89,1,1,0,93524.19,1,1,3,DIAMOND,523
422,15757661,Trevisano,586,France,Female,38,2,0,2,1,0,87168.46,0,0,2,SILVER,650
423,15729117,Trevisano,535,Germany,Male,40,7,111756.5,1,1,0,8128.32,1,1,2,GOLD,567
424,15749671,K?,678,France,Female,35,4,0,1,1,0,125518.32,0,0,1,DIAMOND,749
425,15566253,Manning,596,France,Male,39,9,0,1,1,0,48963.59,0,0,3,PLATINUM,390
426,15595153,Tucker,648,France,Male,26,9,162923.85,1,1,0,98368.24,0,0,5,GOLD,922
427,15698572,Schaffer,492,Germany,Male,39,10,124576.65,2,1,0,148584.61,0,0,5,GOLD,560
428,15674149,Esomchi,702,France,Male,45,0,80793.58,1,1,1,27474.81,0,0,2,DIAMOND,994
429,15623082,Ch'ang,486,Germany,Female,40,9,71340.09,1,1,0,76192.21,0,0,4,PLATINUM,530
430,15797905,Walker,568,Germany,Male,40,1,99282.63,1,0,0,134600.94,1,1,2,SILVER,818
431,15746028,Chu,619,Germany,Male,57,3,137946.39,1,1,1,72467.99,1,1,5,PLATINUM,367
432,15582951,Crawford,724,Germany,Male,41,2,127892.57,2,0,1,199645.45,0,0,4,DIAMOND,393
433,15616471,Milne,548,Germany,Female,33,0,101084.36,1,1,0,42749.85,0,0,5,DIAMOND,860
434,15641575,Anenechukwu,545,Germany,Female,37,8,114754.08,1,1,0,136050.44,1,1,5,GOLD,958
435,15638803,Donaldson,683,France,Male,33,8,0,1,0,0,73564.44,0,0,4,PLATINUM,576
436,15808283,Kelly,762,France,Female,51,3,99286.98,1,0,1,85578.63,0,0,5,SILVER,887
437,15811200,Ts'ao,627,Germany,Female,30,4,79871.02,2,1,0,129826.89,0,0,4,DIAMOND,396
438,15733476,Gonzalez,516,France,Male,35,10,104088.59,2,0,0,119666,0,0,1,GOLD,565
439,15633274,Tai,800,France,Female,38,2,168190.33,2,1,0,68052.08,0,0,3,SILVER,874
440,15582168,Muravyova,464,Germany,Female,42,3,85679.25,1,1,1,164104.74,0,0,3,SILVER,665
441,15807269,Milanesi,626,France,Female,35,3,0,1,0,0,80190.36,0,0,5,SILVER,680
442,15602979,Lin,790,France,Female,31,9,0,2,1,0,84126.75,0,0,1,DIAMOND,319
443,15660417,Lambert,534,France,Female,34,7,121551.58,2,1,1,70179,0,0,3,SILVER,351
444,15590199,Temple,745,France,Male,46,2,122220.19,1,1,1,118024.1,0,0,3,DIAMOND,781
445,15641794,Ridley,553,Spain,Male,47,3,116528.15,1,0,0,145704.19,1,1,2,DIAMOND,918
446,15779174,Young,748,France,Female,26,1,77780.29,1,0,1,183049.41,0,0,3,GOLD,340
447,15785547,Slye,722,France,Male,37,2,0,1,0,0,120906.83,0,0,4,GOLD,625
448,15795124,Pan,501,France,Male,40,4,125832.2,1,1,1,100433.83,0,0,3,DIAMOND,923
449,15718912,Hsueh,675,France,Female,38,6,68065.8,1,0,0,138777,1,1,5,PLATINUM,543
450,15592028,Roberts,778,Spain,Female,47,6,127299.34,2,1,0,124694.99,0,0,2,GOLD,859
451,15580227,Moss,494,Germany,Female,38,7,174937.64,1,1,0,40084.32,0,0,5,GOLD,794
452,15657830,Andrews,850,France,Male,40,9,0,2,0,1,119232.33,0,0,2,GOLD,241
453,15798256,Takasuka,592,Spain,Male,31,7,110071.1,1,0,0,43921.36,0,0,3,GOLD,702
454,15643819,Dawson,590,Spain,Female,44,3,139432.37,1,1,0,62222.81,0,0,4,PLATINUM,816
455,15754301,Bruche,758,France,Female,39,6,127357.76,1,0,1,56577,0,0,4,SILVER,404
456,15726855,Oliver,506,France,Male,36,5,0,2,1,0,164253.35,0,0,4,GOLD,299
457,15755225,Ryan,733,France,Male,33,3,0,1,1,1,7666.73,0,0,1,SILVER,855
458,15725221,Sabbatini,711,France,Male,38,3,0,2,1,0,68487.51,0,0,4,DIAMOND,886
459,15789055,Watt,514,Germany,Male,43,1,95556.31,1,0,1,199273.98,1,1,4,GOLD,774
460,15617507,Wilson,637,Spain,Male,37,8,0,1,1,1,186062.36,0,0,1,DIAMOND,699
461,15668894,Abramova,468,Germany,Male,29,1,111681.98,2,1,1,195711.16,0,0,3,GOLD,977
462,15589563,Purdy,539,France,Male,39,3,0,2,1,0,36692.17,0,0,1,SILVER,426
463,15693162,Higgins,509,Spain,Female,25,3,108738.71,2,1,0,106920.57,0,0,3,DIAMOND,595
464,15750099,Marshall,662,France,Female,32,4,133950.37,1,1,1,48725.68,1,1,1,DIAMOND,368
465,15795540,Reye,818,Spain,Male,26,4,0,2,1,1,167036.94,0,0,3,SILVER,261
466,15794941,Chibueze,608,France,Male,33,9,89968.69,1,1,0,68777.26,0,0,3,GOLD,614
467,15611848,Kwemtochukwu,850,Spain,Female,32,9,0,2,1,1,18924.92,0,0,4,DIAMOND,765
468,15581237,Biryukova,816,Germany,Female,38,5,130878.75,3,1,0,71905.77,1,1,4,GOLD,961
469,15738150,Chidozie,536,France,Male,35,8,0,2,1,0,64833.28,0,0,2,GOLD,345
470,15678571,Barber,753,France,Male,35,3,0,2,1,1,184843.77,0,0,1,GOLD,330
471,15736124,Thompson,631,Spain,Male,27,10,134169.62,1,1,1,176730.02,0,0,5,PLATINUM,863
472,15623202,Maslov,703,France,Male,37,1,149762.08,1,1,0,20629.4,1,1,3,DIAMOND,371
473,15804201,Jones,774,France,Male,26,2,93844.69,1,1,0,28415.36,0,0,1,DIAMOND,282
474,15596863,Chidumaga,785,France,Male,28,8,0,2,1,0,77231.27,0,0,2,SILVER,937
475,15696277,Hs?,571,France,Female,33,1,0,2,1,0,102750.7,0,0,2,GOLD,722
476,15748608,Trentini,621,Germany,Male,46,6,141078.37,1,0,0,34580.8,1,1,2,SILVER,956
477,15723864,Lucas,605,Germany,Female,31,1,117992.59,1,1,1,183598.77,0,0,2,SILVER,496
478,15802390,Willoughby,611,France,Female,40,8,100812.33,2,1,0,147358.27,0,0,2,DIAMOND,927
479,15774336,Jamieson,569,France,Male,38,7,0,1,1,1,108469.2,0,0,5,SILVER,550
480,15648766,Robertson,658,France,Male,29,4,80262.6,1,1,1,20612.82,0,0,2,GOLD,420
481,15659094,Ojiofor,788,Spain,Male,34,6,156478.62,1,0,1,181196.76,0,0,3,DIAMOND,760
482,15606397,Cameron,525,France,Female,23,5,0,2,1,0,160249.1,0,0,1,PLATINUM,225
483,15642619,Mayne,798,France,Male,37,8,0,3,0,0,110783.28,0,0,4,SILVER,860
484,15666032,Mancini,486,Germany,Male,37,9,115217.99,2,1,0,144995.33,0,0,1,GOLD,882
485,15595842,Paramor,615,Spain,Male,61,9,0,2,1,0,150227.85,1,1,4,DIAMOND,683
486,15753837,Young,730,France,Female,35,0,155470.55,1,1,1,53718.28,0,0,4,GOLD,500
487,15783882,Daly,641,France,Male,37,7,0,2,1,0,75248.3,0,0,2,PLATINUM,516
488,15799790,Carter,542,France,Male,39,3,135096.77,1,1,1,14353.43,1,1,2,PLATINUM,328
489,15628155,Dike,692,France,Male,30,2,0,2,0,1,130486.57,0,0,4,DIAMOND,751
490,15703778,Hughes,714,Germany,Female,55,9,180075.22,1,1,1,100127.71,0,0,1,GOLD,652
491,15722322,Green,591,Spain,Male,29,1,97541.24,1,1,1,196356.17,0,0,2,PLATINUM,850
492,15639278,Chinomso,710,France,Female,41,2,156067.05,1,1,1,9983.88,0,0,4,DIAMOND,678
493,15568487,Gorshkov,639,France,Female,38,4,81550.94,2,0,1,118974.77,0,0,4,GOLD,860
494,15682084,Chinomso,531,France,Female,47,6,0,1,0,0,194998.34,1,1,2,SILVER,510
495,15642821,Ijendu,673,France,Female,38,2,170061.92,2,0,0,134901.34,1,1,5,PLATINUM,954
496,15601387,Yen,765,Germany,Male,36,8,92310.54,2,1,1,72924.56,0,0,3,DIAMOND,547
497,15642515,Arcuri,622,France,Female,32,6,169089.38,2,1,0,101057.95,0,0,5,SILVER,238
498,15710421,Baresi,806,France,Male,40,5,80613.93,1,1,1,142838.64,0,0,1,SILVER,314
499,15726774,Field,757,Germany,Male,26,8,121581.56,2,1,1,127059.04,0,0,5,SILVER,595
500,15649078,Christian,570,France,Female,58,8,0,1,0,1,116503.92,1,1,2,DIAMOND,257
501,15641877,Ross,555,Spain,Male,32,4,0,2,1,1,54405.79,0,0,4,DIAMOND,850
502,15796496,Trevisani,692,France,Male,54,5,0,2,1,1,88721.84,0,0,3,PLATINUM,552
503,15815690,Akabueze,774,France,Male,60,5,85891.55,1,1,0,74135.48,1,1,5,GOLD,540
504,15631739,Dunn,638,Spain,Male,44,9,77637.35,2,1,1,111346.22,0,0,4,SILVER,343
505,15625584,Martin,543,Spain,Female,41,4,0,1,0,0,194902.16,0,0,5,PLATINUM,331
506,15802466,Donaldson,584,France,Male,31,5,0,2,1,0,31474.27,0,0,2,PLATINUM,568
507,15697028,McClinton,691,Germany,Male,30,7,116927.89,1,1,0,21198.39,0,0,1,DIAMOND,813
508,15575759,Bentley,684,Germany,Female,40,6,137326.65,1,1,0,186976.6,0,0,1,PLATINUM,530
509,15567442,Ibezimako,733,France,Male,22,5,0,2,1,1,117202.19,0,0,3,DIAMOND,279
510,15746805,Thomson,599,Spain,Female,37,2,0,2,1,1,143739.29,0,0,4,GOLD,516
511,15636330,Ch'in,524,Germany,Female,31,10,67238.98,2,1,1,161811.23,0,0,5,GOLD,685
512,15714970,Holbrook,632,Germany,Female,38,6,86569.76,2,1,0,98090.91,0,0,5,SILVER,435
513,15653784,Solomina,735,Spain,Male,34,5,0,2,0,0,71095.41,0,0,1,PLATINUM,898
514,15693543,McDonald,734,France,Male,34,6,133598.4,1,1,1,13107.24,0,0,4,DIAMOND,693
515,15773283,Dennis,605,France,Female,51,3,136188.78,1,1,1,67110.59,1,1,1,PLATINUM,683
516,15742534,Faulk,793,Spain,Male,38,9,0,2,1,0,88225.02,0,0,1,SILVER,690
517,15569878,Dale,468,France,Female,56,10,0,3,0,1,62256.87,1,1,3,PLATINUM,547
518,15729454,Gorbunov,779,Germany,Male,37,7,120092.52,2,1,0,135925.72,0,0,1,GOLD,466
519,15578375,Farrell,698,France,Male,48,4,101238.24,2,0,1,177815.87,1,1,1,GOLD,342
520,15785559,De Luca,707,France,Male,58,6,89685.92,1,0,1,126471.13,0,0,2,GOLD,230
521,15649414,Walker,850,France,Female,35,1,211774.31,1,1,0,188574.12,1,1,2,PLATINUM,757
522,15701605,Forster,850,France,Male,56,7,131317.48,1,1,1,119175.45,0,0,3,SILVER,657
523,15686696,Brown,527,Spain,Male,37,5,93722.73,2,1,1,139093.73,0,0,3,PLATINUM,453
524,15625586,Monaldo,696,Germany,Male,32,8,101160.99,1,1,1,115916.55,0,0,4,DIAMOND,694
525,15654975,Wu,661,France,Male,48,3,120320.54,1,0,0,96463.25,0,0,5,PLATINUM,727
526,15782993,Pan,776,France,Female,31,2,0,2,1,1,112349.51,0,0,3,DIAMOND,304
527,15774382,Longo,701,France,Male,43,2,0,2,1,1,165303.79,0,0,2,SILVER,633
528,15689602,Findlay,610,France,Male,26,8,0,2,1,0,166031.08,0,0,2,SILVER,989
529,15756155,Fu,572,Germany,Female,48,3,152827.99,1,1,0,38411.79,1,1,5,GOLD,352
530,15812647,Yin,673,France,Male,30,1,64097.75,1,1,1,77783.35,0,0,5,DIAMOND,936
531,15736043,Hamilton,519,Spain,Female,57,2,119035.35,2,1,1,29871.79,0,0,3,SILVER,689
